Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
May 2022,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,4,61440,0.04
May 2022,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,all,2545604,1.0
May 2022,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,3+,824964,0.32
May 2022,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,1,759619,0.3
May 2022,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,2,961021,0.38
May 2022,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,3,643192,0.25
May 2022,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,4,181772,0.07
May 2022,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,all,2545604,1.0
May 2022,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,3+,675144,0.27
May 2022,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,1,780014,0.31
May 2022,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,2,1090446,0.43
May 2022,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,3,533715,0.21
May 2022,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,4,141429,0.06
May 2022,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,all,2545604,1.0
May 2022,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,3+,408884,0.16
May 2022,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,1,991198,0.39
May 2022,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,2,1145522,0.45
May 2022,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,3,301874,0.12
May 2022,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,4,107010,0.04
May 2022,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,all,2170863,1.0
May 2022,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,3+,415026,0.19
May 2022,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,1,872550,0.4
May 2022,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,2,883288,0.41
May 2022,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,3,366835,0.17
May 2022,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,4,48191,0.02
May 2022,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,all,2170863,1.0
May 2022,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,3+,436566,0.2
May 2022,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,1,796867,0.37
May 2022,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,2,937430,0.43
May 2022,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,3,322072,0.15
May 2022,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,4,114494,0.05
May 2022,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,all,2170863,1.0
May 2022,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,3+,278732,0.13
May 2022,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,1,973977,0.45
May 2022,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,2,918154,0.42
May 2022,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,3,278732,0.13
May 2022,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,4,0,0
May 2022,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,all,9146191,1.0
May 2022,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,3+,1257601,0.14
May 2022,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,1,5281925,0.58
May 2022,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,2,2606664,0.29
May 2022,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,3,1175286,0.13
May 2022,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,4,82316,0.01
May 2022,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,all,9146191,1.0
May 2022,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,3+,1714911,0.19
May 2022,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,1,4888639,0.53
May 2022,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,2,2542641,0.28
May 2022,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,3,1481683,0.16
May 2022,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,4,233228,0.03
May 2022,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,all,9146191,1.0
May 2022,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,3+,1193578,0.13
May 2022,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,1,5345949,0.58
May 2022,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,2,2606664,0.29
May 2022,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,3,1111262,0.12
May 2022,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,4,82316,0.01
May 2022,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,5,0,0
May 2022,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,all,1940860,1.0
May 2022,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,3+,627394,0.33
May 2022,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,1,610613,0.31
May 2022,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,2,702853,0.36
May 2022,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,3,421451,0.22
May 2022,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,4,205943,0.11
May 2022,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,5,0,0
May 2022,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,all,1940860,1.0
May 2022,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,3+,816339,0.42
May 2022,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,1,466628,0.24
May 2022,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,2,657893,0.34
May 2022,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,3,478190,0.25
May 2022,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,4,338149,0.17
May 2022,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,5,0,0
May 2022,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,all,1940860,1.0
May 2022,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,3+,632138,0.32
May 2022,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,1,595478,0.31
May 2022,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,2,713244,0.37
May 2022,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,3,435650,0.22
May 2022,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,4,196488,0.1
May 2022,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,5,0,0
Mar 2021,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,all,1742930,1.0
Mar 2021,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,3+,320149,0.18
Mar 2021,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,1,568602,0.33
Mar 2021,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,2,854179,0.49
Mar 2021,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,3,215876,0.12
Mar 2021,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,4,104273,0.06
Mar 2021,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,all,1742930,1.0
Mar 2021,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,3+,422060,0.24
Mar 2021,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,1,422142,0.24
Mar 2021,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,2,898728,0.52
Mar 2021,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,3,261440,0.15
Mar 2021,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,4,160620,0.09
Mar 2021,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,all,1742930,1.0
Mar 2021,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,3+,214208,0.12
Mar 2021,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,1,730133,0.42
Mar 2021,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,2,798589,0.46
Mar 2021,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,3,174293,0.1
Mar 2021,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,4,39915,0.02
Mar 2021,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,all,1311481,1.0
Mar 2021,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,3+,236274,0.18
Mar 2021,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,1,612709,0.47
Mar 2021,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,2,462498,0.35
Mar 2021,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,3,167760,0.13
Mar 2021,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,4,68514,0.05
Mar 2021,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,all,1311481,1.0
Mar 2021,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,3+,345554,0.26
Mar 2021,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,1,469335,0.36
Mar 2021,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,2,496592,0.38
Mar 2021,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,3,236274,0.18
Mar 2021,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,4,109280,0.08
Mar 2021,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,all,1311481,1.0
Mar 2021,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,3+,179474,0.13
Mar 2021,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,1,722009,0.55
Mar 2021,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,2,409998,0.31
Mar 2021,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,3,149454,0.11
Mar 2021,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,4,30020,0.02
Mar 2021,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,all,5495224,1.0
Mar 2021,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,3+,508255,0.09
Mar 2021,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,1,3736261,0.68
Mar 2021,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,2,1250708,0.23
Mar 2021,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,3,353599,0.06
Mar 2021,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,4,154656,0.03
Mar 2021,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,all,5495224,1.0
Mar 2021,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,3+,903122,0.16
Mar 2021,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,1,2906004,0.53
Mar 2021,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,2,1686098,0.31
Mar 2021,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,3,628360,0.11
Mar 2021,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,4,274761,0.05
Mar 2021,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,all,5495224,1.0
Mar 2021,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,3+,396697,0.07
Mar 2021,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,1,4068619,0.74
Mar 2021,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,2,1029908,0.19
Mar 2021,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,3,274761,0.05
Mar 2021,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,4,121936,0.02
Mar 2021,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,all,1525451,1.0
Mar 2021,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,3+,311725,0.21
Mar 2021,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,1,607816,0.4
Mar 2021,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,2,605910,0.4
Mar 2021,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,3,211709,0.14
Mar 2021,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,4,100017,0.07
Mar 2021,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,all,1525451,1.0
Mar 2021,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,3+,364775,0.24
Mar 2021,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,1,467137,0.31
Mar 2021,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,2,693539,0.45
Mar 2021,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,3,260159,0.17
Mar 2021,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,4,104616,0.07
Mar 2021,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,all,1525451,1.0
Mar 2021,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,3+,237224,0.16
Mar 2021,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,1,659497,0.43
Mar 2021,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,2,628730,0.41
Mar 2021,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,3,209244,0.14
Mar 2021,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,4,27981,0.02
Mar 2021,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,all,2450763,1.0
Mar 2021,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,3+,602076,0.25
Mar 2021,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,1,685888,0.28
Mar 2021,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,2,1162799,0.47
Mar 2021,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,3,486123,0.2
Mar 2021,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,4,115953,0.05
Mar 2021,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,all,2450763,1.0
Mar 2021,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,3+,712069,0.29
Mar 2021,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,1,632748,0.26
Mar 2021,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,2,1105946,0.45
Mar 2021,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,3,594821,0.24
Mar 2021,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,4,117248,0.05
Mar 2021,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,all,2450763,1.0
Mar 2021,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,3+,471883,0.2
Mar 2021,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,1,721384,0.29
Mar 2021,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,2,1257496,0.51
Mar 2021,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,3,355930,0.15
Mar 2021,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,4,115953,0.05
Mar 2021,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,all,2447698,1.0
Mar 2021,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,3+,472685,0.19
Mar 2021,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,1,1054166,0.43
Mar 2021,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,2,920847,0.38
Mar 2021,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,3,350300,0.14
Mar 2021,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,4,122385,0.05
Mar 2021,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,all,2447698,1.0
Mar 2021,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,3+,567513,0.24
Mar 2021,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,1,829770,0.34
Mar 2021,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,2,1050415,0.43
Mar 2021,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,3,407418,0.17
Mar 2021,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,4,160095,0.07
Mar 2021,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,all,2447698,1.0
Mar 2021,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,3+,374913,0.15
Mar 2021,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,1,1031565,0.42
Mar 2021,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,2,1041220,0.43
Mar 2021,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,3,245973,0.1
Mar 2021,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,4,128940,0.05
Mar 2021,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,all,2097452,1.0
Mar 2021,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,3+,240932,0.12
Mar 2021,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,1,1195973,0.57
Mar 2021,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,2,660547,0.31
Mar 2021,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,3,224557,0.11
Mar 2021,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,4,16375,0.01
Mar 2021,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,all,2097452,1.0
Mar 2021,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,3+,307618,0.15
Mar 2021,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,1,1038976,0.5
Mar 2021,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,2,750858,0.36
Mar 2021,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,3,291243,0.14
Mar 2021,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,4,16375,0.01
Mar 2021,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,all,2097452,1.0
Mar 2021,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,3+,148747,0.07
Mar 2021,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,1,1347032,0.64
Mar 2021,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,2,601674,0.29
Mar 2021,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,3,148747,0.07
Mar 2021,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,all,8836900,1.0
Mar 2021,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,3+,1215074,0.14
Mar 2021,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,1,5500970,0.62
Mar 2021,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,2,2120856,0.24
Mar 2021,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,3,958804,0.11
Mar 2021,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,4,256270,0.03
Mar 2021,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,all,8836900,1.0
Mar 2021,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,3+,1670174,0.18
Mar 2021,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,1,4948664,0.56
Mar 2021,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,2,2218062,0.25
Mar 2021,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,3,1276932,0.14
Mar 2021,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,4,393242,0.04
Mar 2021,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,all,8836900,1.0
Mar 2021,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,3+,1400649,0.15
Mar 2021,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,1,5147494,0.58
Mar 2021,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,2,2288757,0.26
Mar 2021,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,3,1007407,0.11
Mar 2021,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,4,393242,0.04
Mar 2021,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,all,3813230,1.0
Mar 2021,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,3+,654068,0.17
Mar 2021,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,1,2214078,0.58
Mar 2021,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,2,945085,0.25
Mar 2021,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,3,463724,0.12
Mar 2021,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,4,190344,0.05
Mar 2021,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,all,3813230,1.0
Mar 2021,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,3+,847126,0.22
Mar 2021,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,1,1703828,0.45
Mar 2021,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,2,1262275,0.33
Mar 2021,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,3,621155,0.16
Mar 2021,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,4,225972,0.06
Mar 2021,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,all,3813230,1.0
Mar 2021,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,3+,370199,0.1
Mar 2021,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,1,2627684,0.69
Mar 2021,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,2,815347,0.21
Mar 2021,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,3,342190,0.09
Mar 2021,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,4,28010,0.01
Mar 2021,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,all,1893522,1.0
Mar 2021,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,3+,410981,0.22
Mar 2021,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,1,509092,0.27
Mar 2021,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,2,973449,0.51
Mar 2021,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,3,245743,0.13
Mar 2021,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,4,165237,0.09
Mar 2021,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,all,1893522,1.0
Mar 2021,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,3+,572261,0.3
Mar 2021,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,1,326650,0.17
Mar 2021,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,2,994611,0.53
Mar 2021,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,3,318356,0.17
Mar 2021,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,4,253905,0.13
Mar 2021,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,all,1893522,1.0
Mar 2021,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,3+,299513,0.16
Mar 2021,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,1,576308,0.3
Mar 2021,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,2,1017702,0.54
Mar 2021,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,3,182754,0.1
Mar 2021,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,4,116758,0.06
