,date_analysis,country,total_population,region,validity_period,date_from,date_to,phase,affected_number,percentage,month
784,2023-06-01,SDN,48579711,North Kordofan,current,2023-06-01,2023-06-30,5,0,0.0,2023-06
785,2023-06-01,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,all,2223993,1.0,2023-06
786,2023-06-01,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,3+,1003614,0.45,2023-06
787,2023-06-01,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,1,424561,0.19,2023-06
788,2023-06-01,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,2,795819,0.36,2023-06
789,2023-06-01,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,3,688984,0.31,2023-06
790,2023-06-01,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,4,314630,0.14,2023-06
791,2023-06-01,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,5,0,0.0,2023-06
792,2023-06-01,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,all,2223993,1.0,2023-06
793,2023-06-01,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,3+,639316,0.28,2023-06
794,2023-06-01,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,1,652532,0.29,2023-06
795,2023-06-01,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,2,932145,0.42,2023-06
796,2023-06-01,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,3,476438,0.21,2023-06
797,2023-06-01,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,4,162879,0.07,2023-06
798,2023-06-01,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-06
799,2023-06-01,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,all,1735672,1.0,2023-06
800,2023-06-01,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,3+,634356,0.37,2023-06
801,2023-06-01,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,1,479218,0.28,2023-06
802,2023-06-01,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,2,622098,0.36,2023-06
803,2023-06-01,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,3,380721,0.22,2023-06
804,2023-06-01,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,4,253635,0.15,2023-06
805,2023-06-01,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,5,0,0.0,2023-06
806,2023-06-01,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,all,1735672,1.0,2023-06
807,2023-06-01,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,3+,740193,0.42,2023-06
808,2023-06-01,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,1,370468,0.21,2023-06
809,2023-06-01,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,2,625011,0.36,2023-06
810,2023-06-01,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,3,454324,0.26,2023-06
811,2023-06-01,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,4,285870,0.16,2023-06
812,2023-06-01,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,5,0,0.0,2023-06
813,2023-06-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,all,1735672,1.0,2023-06
814,2023-06-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,3+,649228,0.38,2023-06
815,2023-06-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,1,460956,0.27,2023-06
816,2023-06-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,2,625489,0.36,2023-06
817,2023-06-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,3,396850,0.23,2023-06
818,2023-06-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,4,252378,0.15,2023-06
819,2023-06-01,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-06
820,2023-06-01,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,all,2077654,1.0,2023-06
821,2023-06-01,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,3+,955280,0.46,2023-06
822,2023-06-01,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,1,402768,0.19,2023-06
823,2023-06-01,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,2,719606,0.35,2023-06
824,2023-06-01,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,3,679302,0.33,2023-06
825,2023-06-01,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,4,275979,0.13,2023-06
826,2023-06-01,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,5,0,0.0,2023-06
827,2023-06-01,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,all,2077654,1.0,2023-06
828,2023-06-01,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,3+,1172566,0.57,2023-06
829,2023-06-01,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,1,383086,0.18,2023-06
830,2023-06-01,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,2,522002,0.25,2023-06
831,2023-06-01,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,3,784901,0.38,2023-06
832,2023-06-01,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,4,387665,0.19,2023-06
833,2023-06-01,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,5,0,0.0,2023-06
834,2023-06-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,all,2077654,1.0,2023-06
835,2023-06-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,3+,806152,0.38,2023-06
836,2023-06-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,1,374475,0.18,2023-06
837,2023-06-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,2,897028,0.43,2023-06
838,2023-06-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,3,590873,0.28,2023-06
839,2023-06-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,4,215279,0.1,2023-06
840,2023-06-01,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-06
841,2023-06-01,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,all,2403581,1.0,2023-06
842,2023-06-01,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,3+,574242,0.24,2023-06
843,2023-06-01,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,1,1001179,0.42,2023-06
844,2023-06-01,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,2,828161,0.34,2023-06
845,2023-06-01,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,3,381376,0.16,2023-06
846,2023-06-01,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,4,192866,0.08,2023-06
847,2023-06-01,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,5,0,0.0,2023-06
848,2023-06-01,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,all,2403581,1.0,2023-06
849,2023-06-01,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,3+,749481,0.31,2023-06
850,2023-06-01,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,1,811976,0.34,2023-06
851,2023-06-01,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,2,842124,0.35,2023-06
852,2023-06-01,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,3,576041,0.24,2023-06
853,2023-06-01,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,4,173440,0.07,2023-06
854,2023-06-01,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,5,0,0.0,2023-06
855,2023-06-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,all,2403581,1.0,2023-06
856,2023-06-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,3+,411278,0.17,2023-06
857,2023-06-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,1,1064550,0.44,2023-06
858,2023-06-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,2,927754,0.39,2023-06
859,2023-06-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,3,318841,0.13,2023-06
860,2023-06-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,4,92436,0.04,2023-06
861,2023-06-01,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-06
862,2023-06-01,SDN,48579711,Northern,current,2023-06-01,2023-06-30,all,1386956,1.0,2023-06
863,2023-06-01,SDN,48579711,Northern,current,2023-06-01,2023-06-30,3+,294847,0.21,2023-06
864,2023-06-01,SDN,48579711,Northern,current,2023-06-01,2023-06-30,1,371095,0.27,2023-06
865,2023-06-01,SDN,48579711,Northern,current,2023-06-01,2023-06-30,2,721014,0.52,2023-06
866,2023-06-01,SDN,48579711,Northern,current,2023-06-01,2023-06-30,3,191613,0.14,2023-06
867,2023-06-01,SDN,48579711,Northern,current,2023-06-01,2023-06-30,4,103234,0.07,2023-06
868,2023-06-01,SDN,48579711,Northern,current,2023-06-01,2023-06-30,5,0,0.0,2023-06
869,2023-06-01,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,all,1386956,1.0,2023-06
870,2023-06-01,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,3+,374145,0.27,2023-06
871,2023-06-01,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,1,327898,0.24,2023-06
872,2023-06-01,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,2,684913,0.49,2023-06
873,2023-06-01,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,3,251244,0.18,2023-06
874,2023-06-01,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,4,122901,0.09,2023-06
875,2023-06-01,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,5,0,0.0,2023-06
876,2023-06-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,all,1386956,1.0,2023-06
877,2023-06-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,3+,255598,0.18,2023-06
878,2023-06-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,1,494163,0.36,2023-06
879,2023-06-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,2,637196,0.46,2023-06
880,2023-06-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,3,186250,0.13,2023-06
881,2023-06-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,4,69348,0.05,2023-06
882,2023-06-01,SDN,48579711,Northern,second projection,2023-10-01,2024-02-29,5,0,0.0,2023-06
883,2022-05-01,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,all,2467917,1.0,2022-05
884,2022-05-01,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,3+,762895,0.31,2022-05
885,2022-05-01,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,1,747054,0.3,2022-05
886,2022-05-01,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,2,957968,0.39,2022-05
887,2022-05-01,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,3,613617,0.25,2022-05
888,2022-05-01,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,4,149278,0.06,2022-05
889,2022-05-01,SDN,47881435,North Darfur,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
890,2022-05-01,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,all,2467917,1.0,2022-05
891,2022-05-01,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,3+,883142,0.36,2022-05
892,2022-05-01,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,1,675502,0.27,2022-05
893,2022-05-01,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,2,909274,0.37,2022-05
894,2022-05-01,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,3,704499,0.29,2022-05
895,2022-05-01,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,4,178643,0.07,2022-05
896,2022-05-01,SDN,47881435,North Darfur,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
897,2022-05-01,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,all,2467917,1.0,2022-05
898,2022-05-01,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,3+,543959,0.22,2022-05
899,2022-05-01,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,1,827417,0.34,2022-05
900,2022-05-01,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,2,1096541,0.44,2022-05
901,2022-05-01,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,3,443101,0.18,2022-05
902,2022-05-01,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,4,100858,0.04,2022-05
903,2022-05-01,SDN,47881435,North Darfur,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
904,2022-05-01,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,all,2017962,1.0,2022-05
905,2022-05-01,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,3+,469161,0.23,2022-05
906,2022-05-01,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,1,943352,0.47,2022-05
907,2022-05-01,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,2,605448,0.3,2022-05
908,2022-05-01,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,3,341680,0.17,2022-05
909,2022-05-01,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,4,127481,0.06,2022-05
910,2022-05-01,SDN,47881435,South Kordofan,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
911,2022-05-01,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,all,2017962,1.0,2022-05
912,2022-05-01,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,3+,620999,0.31,2022-05
913,2022-05-01,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,1,723206,0.36,2022-05
914,2022-05-01,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,2,673757,0.33,2022-05
915,2022-05-01,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,3,423291,0.21,2022-05
916,2022-05-01,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,4,197708,0.1,2022-05
917,2022-05-01,SDN,47881435,South Kordofan,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
918,2022-05-01,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,all,2017962,1.0,2022-05
919,2022-05-01,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,3+,320177,0.16,2022-05
920,2022-05-01,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,1,902448,0.45,2022-05
921,2022-05-01,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,2,795337,0.39,2022-05
922,2022-05-01,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,3,220637,0.11,2022-05
923,2022-05-01,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,4,99540,0.05,2022-05
924,2022-05-01,SDN,47881435,South Kordofan,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
925,2022-05-01,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,all,3912372,1.0,2022-05
926,2022-05-01,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,3+,683883,0.18,2022-05
927,2022-05-01,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,1,2266152,0.58,2022-05
928,2022-05-01,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,2,962338,0.25,2022-05
929,2022-05-01,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,3,546151,0.14,2022-05
930,2022-05-01,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,4,137732,0.04,2022-05
931,2022-05-01,SDN,47881435,South Darfur,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
932,2022-05-01,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,all,3912372,1.0,2022-05
933,2022-05-01,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,3+,862001,0.22,2022-05
934,2022-05-01,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,1,1889778,0.48,2022-05
935,2022-05-01,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,2,1160592,0.3,2022-05
936,2022-05-01,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,3,647691,0.17,2022-05
937,2022-05-01,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,4,214311,0.05,2022-05
938,2022-05-01,SDN,47881435,South Darfur,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
939,2022-05-01,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,all,3912372,1.0,2022-05
940,2022-05-01,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,3+,473340,0.12,2022-05
941,2022-05-01,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,1,2526747,0.65,2022-05
942,2022-05-01,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,2,912284,0.23,2022-05
943,2022-05-01,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,3,445722,0.11,2022-05
944,2022-05-01,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,4,27619,0.01,2022-05
945,2022-05-01,SDN,47881435,South Darfur,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
946,2022-05-01,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,all,1786503,1.0,2022-05
947,2022-05-01,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,3+,505081,0.28,2022-05
948,2022-05-01,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,1,594493,0.33,2022-05
949,2022-05-01,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,2,686930,0.38,2022-05
950,2022-05-01,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,3,341199,0.19,2022-05
951,2022-05-01,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,4,163882,0.09,2022-05
952,2022-05-01,SDN,47881435,Central Darfur,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
953,2022-05-01,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,all,1786503,1.0,2022-05
954,2022-05-01,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,3+,618810,0.34,2022-05
955,2022-05-01,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,1,478383,0.27,2022-05
956,2022-05-01,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,2,689310,0.39,2022-05
957,2022-05-01,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,3,419759,0.23,2022-05
958,2022-05-01,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,4,199052,0.11,2022-05
959,2022-05-01,SDN,47881435,Central Darfur,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
960,2022-05-01,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,all,1786503,1.0,2022-05
961,2022-05-01,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,3+,387029,0.22,2022-05
962,2022-05-01,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,1,733358,0.41,2022-05
963,2022-05-01,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,2,666116,0.37,2022-05
964,2022-05-01,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,3,301111,0.17,2022-05
965,2022-05-01,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,4,85918,0.05,2022-05
966,2022-05-01,SDN,47881435,Central Darfur,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
967,2022-05-01,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,all,1139027,1.0,2022-05
968,2022-05-01,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,3+,263697,0.23,2022-05
969,2022-05-01,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,1,422131,0.37,2022-05
970,2022-05-01,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,2,453200,0.4,2022-05
971,2022-05-01,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,3,206746,0.18,2022-05
972,2022-05-01,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,4,56951,0.05,2022-05
973,2022-05-01,SDN,47881435,East Darfur,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
974,2022-05-01,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,all,1139027,1.0,2022-05
975,2022-05-01,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,3+,316543,0.27,2022-05
976,2022-05-01,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,1,380264,0.33,2022-05
977,2022-05-01,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,2,442220,0.39,2022-05
978,2022-05-01,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,3,255999,0.22,2022-05
979,2022-05-01,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,4,60544,0.05,2022-05
980,2022-05-01,SDN,47881435,East Darfur,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
981,2022-05-01,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,all,1139027,1.0,2022-05
982,2022-05-01,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,3+,200000,0.18,2022-05
983,2022-05-01,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,1,475419,0.42,2022-05
984,2022-05-01,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,2,463609,0.41,2022-05
985,2022-05-01,SDN,47881435,East Darfur,second projection,2022-10-01,2023-02-28,3,166027,0.15,2022-05
