Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Application Type Code,Application Type,Application Data Type,Application Data,Application Average Persons Per Case,Number of Applications
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+procedure_type,#indicator+procedure+name,#indicator+application_type+code,#indicator+application_type,#indicator+application_data_type,#indicator+application_data,#indicator+application_average_persons+num,#inneed+asylum_seekers+applications
2015,SDN,FRA,Sudan,France,G,Government,A,Appeal,P,Persons,0,1620
2015,SDN,FRA,Sudan,France,G,Government,N,New,P,Persons,0,5344
2015,SDN,FRA,Sudan,France,G,Government,A,Appeal,P,Persons,0,16
2015,SDN,FRA,Sudan,France,G,Government,R,Repeat,P,Persons,0,24
2015,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0,319
2015,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,3014
2015,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0,16
2015,SDN,DEU,Sudan,Germany,G,Government,N,New,P,Persons,0,1032
2015,SDN,DEU,Sudan,Germany,G,Government,R,Repeat,P,Persons,0,48
2015,SDN,GHA,Sudan,Ghana,G,Government,N,New,P,Persons,0,123
2015,SDN,GRC,Sudan,Greece,G,Government,A,Appeal,P,Persons,0,49
2015,SDN,GRC,Sudan,Greece,G,Government,N,New,P,Persons,0,116
2015,SDN,GRC,Sudan,Greece,G,Government,R,Repeat,P,Persons,0,15
2015,SDN,HUN,Sudan,Hungary,G,Government,N,New,P,Persons,0,259
2015,SDN,HUN,Sudan,Hungary,G,Government,R,Repeat,P,Persons,0,19
2015,SDN,IND,Sudan,India,U,UNHCR,A,Appeal,P,Persons,0,8
2015,SDN,IND,Sudan,India,U,UNHCR,N,New,P,Persons,0,40
2015,SDN,IDN,Sudan,Indonesia,U,UNHCR,A,Appeal,P,Persons,0,7
2015,SDN,IDN,Sudan,Indonesia,U,UNHCR,N,New,P,Persons,0,129
2015,SDN,IRL,Sudan,Ireland,G,Government,A,Appeal,P,Persons,0,17
2015,SDN,IRL,Sudan,Ireland,G,Government,N,New,P,Persons,0,15
2015,SDN,ISR,Sudan,Israel,G,Government,N,New,P,Persons,0,1373
2015,SDN,ITA,Sudan,Italy,G,Government,N,New,P,Persons,0,144
2015,SDN,JOR,Sudan,Jordan,U,UNHCR,A,Appeal,P,Persons,0,36
2015,SDN,JOR,Sudan,Jordan,U,UNHCR,N,New,P,Persons,0,167
2015,SDN,JOR,Sudan,Jordan,U,UNHCR,R,Repeat,P,Persons,0,14
2015,SDN,JPN,Sudan,Japan,G,Government,N,New,P,Persons,0,9
2015,SDN,KEN,Sudan,Kenya,J,Joint,A,Appeal,P,Persons,0,5
2015,SDN,KEN,Sudan,Kenya,J,Joint,N,New,P,Persons,0,1211
2015,SDN,KOR,Sudan,Republic of Korea,G,Government,N,New,P,Persons,0,14
2015,SDN,LBY,Sudan,Libya,U,UNHCR,N,New,P,Persons,0,9
2015,SDN,LBN,Sudan,Lebanon,U,UNHCR,A,Appeal,P,Persons,0,152
2015,SDN,LBN,Sudan,Lebanon,U,UNHCR,N,New,P,Persons,0,1056
2015,SDN,LUX,Sudan,Luxembourg,G,Government,N,New,P,Persons,0,5
2015,SDN,MKD,Sudan,North Macedonia,G,Government,N,New,P,Persons,0,5
2015,SDN,MYS,Sudan,Malaysia,U,UNHCR,N,New,P,Persons,0,17
2015,SDN,MNE,Sudan,Montenegro,G,Government,N,New,P,Persons,0,38
2015,SDN,MAR,Sudan,Morocco,U,UNHCR,N,New,P,Persons,0,5
2015,SDN,MLT,Sudan,Malta,G,Government,A,Appeal,P,Persons,0,5
2015,SDN,MLT,Sudan,Malta,G,Government,N,New,P,Persons,0,5
2015,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0,234
2015,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0,37
2015,SDN,NGA,Sudan,Nigeria,G,Government,N,New,P,Persons,0,6
2015,SDN,NOR,Sudan,Norway,G,Government,A,Appeal,P,Persons,0,115
2015,SDN,NOR,Sudan,Norway,G,Government,N,New,P,Persons,0,360
2015,SDN,NOR,Sudan,Norway,G,Government,R,Repeat,P,Persons,0,14
2015,SDN,PHL,Sudan,Philippines,G,Government,N,New,P,Persons,0,5
2015,SDN,QAT,Sudan,Qatar,U,UNHCR,N,New,P,Persons,0,8
2015,SDN,ZAF,Sudan,South Africa,G,Government,A,Appeal,P,Persons,0,18
2015,SDN,ZAF,Sudan,South Africa,G,Government,N,New,P,Persons,0,22
2015,SDN,RUS,Sudan,Russian Federation,G,Government,N,New,P,Persons,0,5
2015,SDN,RUS,Sudan,Russian Federation,G,Government,N,New,P,Persons,0,6
2015,SDN,ESP,Sudan,Spain,G,Government,N,New,P,Persons,0,14
2015,SDN,SRB,Sudan,Serbia,G,Government,N,New,P,Persons,0,49
2015,SDN,SSD,Sudan,South Sudan,U,UNHCR,N,New,C,Cases,0,9
2015,SDN,SWE,Sudan,Sweden,G,Government,A,Appeal,P,Persons,0,81
2015,SDN,SWE,Sudan,Sweden,G,Government,N,New,P,Persons,0,446
2015,SDN,SWE,Sudan,Sweden,G,Government,R,Repeat,P,Persons,0,49
2015,SDN,CHE,Sudan,Switzerland,G,Government,N,New,P,Persons,0,274
2015,SDN,CHE,Sudan,Switzerland,G,Government,R,Repeat,P,Persons,0,5
2015,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,A,Appeal,P,Persons,0,5
2015,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0,33
2015,SDN,THA,Sudan,Thailand,U,UNHCR,N,New,P,Persons,0,10
2015,SDN,TUN,Sudan,Tunisia,U,UNHCR,N,New,P,Persons,0,7
2015,SDN,TUN,Sudan,Tunisia,U,UNHCR,N,New,P,Persons,0,7
2015,SDN,TUR,Sudan,Türkiye,U,UNHCR,N,New,P,Persons,0,50
2015,SDN,UGA,Sudan,Uganda,G,Government,N,New,P,Persons,0,298
2015,SDN,UKR,Sudan,Ukraine,G,Government,N,New,P,Persons,0,15
2015,SDN,UKR,Sudan,Ukraine,G,Government,J,Judiciary,P,Persons,0,10
2015,SDN,USA,Sudan,United States of America,G,Government,N,New,P,Persons,0,24
2015,SDN,USA,Sudan,United States of America,G,Government,N,New,C,Cases,0,228
2015,SDN,YEM,Sudan,Yemen,U,UNHCR,N,New,P,Persons,0,262
2016,SDN,EGY,Sudan,Egypt,U,UNHCR,A,Appeal,P,Persons,0,1045
2016,SDN,EGY,Sudan,Egypt,U,UNHCR,N,New,P,Persons,0,9654
2016,SDN,EGY,Sudan,Egypt,U,UNHCR,R,Repeat,P,Persons,0,389
2016,SDN,AUS,Sudan,Australia,G,Government,A,Appeal,P,Persons,0,6
2016,SDN,AUS,Sudan,Australia,G,Government,N,New,P,Persons,0,186
2016,SDN,AUT,Sudan,Austria,G,Government,N,New,P,Persons,0,53
2016,SDN,BEL,Sudan,Belgium,G,Government,N,New,P,Persons,0,69
2016,SDN,BEL,Sudan,Belgium,G,Government,A,Appeal,C,Cases,0,16
2016,SDN,BEL,Sudan,Belgium,G,Government,R,Repeat,P,Persons,0,14
2016,SDN,BRA,Sudan,Brazil,G,Government,N,New,P,Persons,0,13
2016,SDN,CAN,Sudan,Canada,G,Government,N,New,P,Persons,0,384
2016,SDN,CAF,Sudan,Central African Republic,G,Government,N,New,P,Persons,0,5
2016,SDN,TCD,Sudan,Chad,G,Government,N,New,P,Persons,0,10
2016,SDN,CMR,Sudan,Cameroon,U,UNHCR,N,New,P,Persons,0,10
2016,SDN,COG,Sudan,Congo,G,Government,N,New,P,Persons,0,6
2016,SDN,CYP,Sudan,Cyprus,G,Government,N,New,P,Persons,0,5
2016,SDN,DNK,Sudan,Denmark,G,Government,A,Appeal,P,Persons,0,43
2016,SDN,DNK,Sudan,Denmark,G,Government,N,New,P,Persons,0,37
2016,SDN,EST,Sudan,Estonia,G,Government,N,New,P,Persons,0,5
2016,SDN,ETH,Sudan,Ethiopia,J,Joint,N,New,P,Persons,0,78
2016,SDN,FIN,Sudan,Finland,G,Government,N,New,P,Persons,0,21
2016,SDN,FRA,Sudan,France,G,Government,A,Appeal,P,Persons,0,2730
2016,SDN,FRA,Sudan,France,G,Government,N,New,P,Persons,0,6094
2016,SDN,FRA,Sudan,France,G,Government,A,Appeal,P,Persons,0,36
2016,SDN,FRA,Sudan,France,G,Government,R,Repeat,P,Persons,0,67
2016,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0,138
2016,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,1436
2016,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0,5
2016,SDN,DEU,Sudan,Germany,G,Government,N,New,P,Persons,0,2444
2016,SDN,DEU,Sudan,Germany,G,Government,R,Repeat,P,Persons,0,77
2016,SDN,GHA,Sudan,Ghana,G,Government,N,New,P,Persons,0,164
2016,SDN,GRC,Sudan,Greece,G,Government,A,Appeal,P,Persons,0,14
2016,SDN,GRC,Sudan,Greece,G,Government,N,New,P,Persons,0,44
2016,SDN,GRC,Sudan,Greece,G,Government,R,Repeat,P,Persons,0,8
2016,SDN,HUN,Sudan,Hungary,G,Government,N,New,P,Persons,0,14
2016,SDN,HUN,Sudan,Hungary,G,Government,R,Repeat,P,Persons,0,8
2016,SDN,IND,Sudan,India,U,UNHCR,A,Appeal,P,Persons,0,10
2016,SDN,IND,Sudan,India,U,UNHCR,N,New,P,Persons,0,27
2016,SDN,IDN,Sudan,Indonesia,U,UNHCR,N,New,P,Persons,0,101
2016,SDN,IRL,Sudan,Ireland,G,Government,A,Appeal,P,Persons,0,8
2016,SDN,IRL,Sudan,Ireland,G,Government,N,New,P,Persons,0,17
2016,SDN,IRL,Sudan,Ireland,G,Government,N,New,P,Persons,0,5
2016,SDN,ISR,Sudan,Israel,G,Government,N,New,P,Persons,0,636
2016,SDN,ISR,Sudan,Israel,U,UNHCR,N,New,P,Persons,0,25
2016,SDN,ITA,Sudan,Italy,G,Government,N,New,P,Persons,0,502
2016,SDN,JOR,Sudan,Jordan,U,UNHCR,A,Appeal,P,Persons,0,12
2016,SDN,JOR,Sudan,Jordan,U,UNHCR,N,New,P,Persons,0,298
2016,SDN,JOR,Sudan,Jordan,U,UNHCR,R,Repeat,P,Persons,0,26
2016,SDN,KEN,Sudan,Kenya,J,Joint,A,Appeal,P,Persons,0,9
2016,SDN,KEN,Sudan,Kenya,J,Joint,N,New,P,Persons,0,1508
2016,SDN,KOR,Sudan,Republic of Korea,G,Government,N,New,P,Persons,0,78
2016,SDN,LBY,Sudan,Libya,U,UNHCR,N,New,P,Persons,0,437
2016,SDN,LBN,Sudan,Lebanon,U,UNHCR,A,Appeal,P,Persons,0,367
2016,SDN,LBN,Sudan,Lebanon,U,UNHCR,N,New,P,Persons,0,571
2016,SDN,LUX,Sudan,Luxembourg,G,Government,N,New,P,Persons,0,14
2016,SDN,MRT,Sudan,Mauritania,U,UNHCR,N,New,P,Persons,0,11
2016,SDN,MYS,Sudan,Malaysia,U,UNHCR,N,New,P,Persons,0,133
2016,SDN,MAR,Sudan,Morocco,U,UNHCR,A,Appeal,P,Persons,0,5
2016,SDN,MAR,Sudan,Morocco,U,UNHCR,N,New,P,Persons,0,9
2016,SDN,MLT,Sudan,Malta,G,Government,A,Appeal,P,Persons,0,5
2016,SDN,MLT,Sudan,Malta,G,Government,N,New,P,Persons,0,15
2016,SDN,NAM,Sudan,Namibia,G,Government,N,New,P,Persons,0,5
2016,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0,200
2016,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0,35
2016,SDN,NOR,Sudan,Norway,G,Government,A,Appeal,P,Persons,0,105
2016,SDN,NOR,Sudan,Norway,G,Government,N,New,P,Persons,0,41
2016,SDN,QAT,Sudan,Qatar,U,UNHCR,N,New,P,Persons,0,6
2016,SDN,ROU,Sudan,Romania,G,Government,N,New,P,Persons,0,6
2016,SDN,ZAF,Sudan,South Africa,G,Government,N,New,P,Persons,0,10
2016,SDN,RUS,Sudan,Russian Federation,G,Government,N,New,P,Persons,0,5
2016,SDN,RUS,Sudan,Russian Federation,G,Government,N,New,P,Persons,0,12
2016,SDN,SOM,Sudan,Somalia,U,UNHCR,N,New,P,Persons,0,5
2016,SDN,ESP,Sudan,Spain,G,Government,N,New,P,Persons,0,30
2016,SDN,SSD,Sudan,South Sudan,U,UNHCR,N,New,P,Persons,0,16
2016,SDN,SWE,Sudan,Sweden,G,Government,A,Appeal,P,Persons,0,161
2016,SDN,SWE,Sudan,Sweden,G,Government,N,New,P,Persons,0,79
2016,SDN,SWE,Sudan,Sweden,G,Government,R,Repeat,P,Persons,0,57
2016,SDN,CHE,Sudan,Switzerland,G,Government,N,New,P,Persons,0,217
2016,SDN,CHE,Sudan,Switzerland,G,Government,R,Repeat,P,Persons,0,8
2016,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0,76
2016,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,A,Appeal,P,Persons,0,38
2016,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,R,Repeat,P,Persons,0,27
2016,SDN,THA,Sudan,Thailand,U,UNHCR,N,New,P,Persons,0,5
2016,SDN,TUR,Sudan,Türkiye,U,UNHCR,A,Appeal,P,Persons,0,7
2016,SDN,TUR,Sudan,Türkiye,U,UNHCR,N,New,P,Persons,0,26
2016,SDN,ARE,Sudan,United Arab Emirates,U,UNHCR,N,New,P,Persons,0,11
2016,SDN,UGA,Sudan,Uganda,G,Government,N,New,P,Persons,0,118
2016,SDN,UKR,Sudan,Ukraine,G,Government,N,New,P,Persons,0,8
2016,SDN,UKR,Sudan,Ukraine,G,Government,J,Judiciary,P,Persons,0,16
2016,SDN,USA,Sudan,United States of America,G,Government,N,New,P,Persons,0,33
2016,SDN,USA,Sudan,United States of America,G,Government,N,New,C,Cases,0,280
2016,SDN,YEM,Sudan,Yemen,U,UNHCR,N,New,P,Persons,0,155
2017,SDN,DZA,Sudan,Algeria,U,UNHCR,N,New,P,Persons,0,5
2017,SDN,EGY,Sudan,Egypt,U,UNHCR,A,Appeal,P,Persons,0,1219
2017,SDN,EGY,Sudan,Egypt,U,UNHCR,N,New,P,Persons,0,7248
2017,SDN,EGY,Sudan,Egypt,U,UNHCR,R,Repeat,P,Persons,0,248
2017,SDN,AUS,Sudan,Australia,G,Government,A,Appeal,P,Persons,0,13
2017,SDN,AUS,Sudan,Australia,G,Government,N,New,P,Persons,0,288
2017,SDN,AUT,Sudan,Austria,G,Government,N,New,P,Persons,0,37
2017,SDN,BEL,Sudan,Belgium,G,Government,R,Repeat,P,Persons,0,10
2017,SDN,BEL,Sudan,Belgium,G,Government,N,New,P,Persons,0,145
2017,SDN,BRA,Sudan,Brazil,G,Government,N,New,P,Persons,0,9
2017,SDN,CAN,Sudan,Canada,G,Government,A,Appeal,P,Persons,0,27
2017,SDN,CAN,Sudan,Canada,G,Government,N,New,P,Persons,0,666
2017,SDN,CAF,Sudan,Central African Republic,G,Government,N,New,P,Persons,0,12
2017,SDN,TCD,Sudan,Chad,G,Government,FA,First and appeal,P,Persons,0,55
2017,SDN,CMR,Sudan,Cameroon,U,UNHCR,N,New,P,Persons,0,15
2017,SDN,COG,Sudan,Congo,G,Government,N,New,P,Persons,0,10
2017,SDN,DNK,Sudan,Denmark,G,Government,A,Appeal,P,Persons,0,10
2017,SDN,DNK,Sudan,Denmark,G,Government,N,New,P,Persons,0,18
2017,SDN,ECU,Sudan,Ecuador,G,Government,N,New,P,Persons,0,5
2017,SDN,ETH,Sudan,Ethiopia,J,Joint,N,New,P,Persons,0,72
2017,SDN,FIN,Sudan,Finland,G,Government,N,New,C,Cases,0,5
2017,SDN,FIN,Sudan,Finland,G,Government,R,Repeat,C,Cases,0,5
2017,SDN,FRA,Sudan,France,G,Government,A,Appeal,P,Persons,0,2533
2017,SDN,FRA,Sudan,France,G,Government,N,New,P,Persons,0,4724
2017,SDN,FRA,Sudan,France,G,Government,A,Appeal,P,Persons,0,61
2017,SDN,FRA,Sudan,France,G,Government,R,Repeat,P,Persons,0,99
2017,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0,271
2017,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,1832
2017,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0,10
2017,SDN,GEO,Sudan,Georgia,G,Government,N,New,P,Persons,0,9
2017,SDN,DEU,Sudan,Germany,G,Government,N,New,P,Persons,0,1475
2017,SDN,DEU,Sudan,Germany,G,Government,R,Repeat,P,Persons,0,160
2017,SDN,GHA,Sudan,Ghana,G,Government,N,New,P,Persons,0,83
2017,SDN,GRC,Sudan,Greece,G,Government,A,Appeal,P,Persons,0,16
2017,SDN,GRC,Sudan,Greece,G,Government,N,New,P,Persons,0,83
2017,SDN,ISL,Sudan,Iceland,G,Government,N,New,P,Persons,0,5
2017,SDN,IND,Sudan,India,U,UNHCR,A,Appeal,P,Persons,0,5
2017,SDN,IND,Sudan,India,U,UNHCR,N,New,P,Persons,0,25
2017,SDN,IDN,Sudan,Indonesia,U,UNHCR,N,New,P,Persons,0,70
2017,SDN,IRL,Sudan,Ireland,G,Government,N,New,P,Persons,0,22
2017,SDN,IRQ,Sudan,Iraq,U,UNHCR,N,New,P,Persons,0,175
2017,SDN,ISR,Sudan,Israel,G,Government,N,New,P,Persons,0,936
2017,SDN,ITA,Sudan,Italy,G,Government,N,New,P,Persons,0,468
2017,SDN,JOR,Sudan,Jordan,U,UNHCR,A,Appeal,P,Persons,0,12
2017,SDN,JOR,Sudan,Jordan,U,UNHCR,N,New,P,Persons,0,676
2017,SDN,JOR,Sudan,Jordan,U,UNHCR,R,Repeat,P,Persons,0,30
2017,SDN,KEN,Sudan,Kenya,J,Joint,A,Appeal,P,Persons,0,20
2017,SDN,KEN,Sudan,Kenya,J,Joint,N,New,P,Persons,0,706
2017,SDN,KOR,Sudan,Republic of Korea,G,Government,N,New,P,Persons,0,19
2017,SDN,KWT,Sudan,Kuwait,U,UNHCR,N,New,P,Persons,0,5
2017,SDN,LBY,Sudan,Libya,U,UNHCR,N,New,P,Persons,0,1864
2017,SDN,LBN,Sudan,Lebanon,U,UNHCR,A,Appeal,P,Persons,0,153
2017,SDN,LBN,Sudan,Lebanon,U,UNHCR,N,New,P,Persons,0,447
2017,SDN,LUX,Sudan,Luxembourg,G,Government,N,New,P,Persons,0,30
2017,SDN,MRT,Sudan,Mauritania,U,UNHCR,N,New,P,Persons,0,20
2017,SDN,MYS,Sudan,Malaysia,U,UNHCR,A,Appeal,P,Persons,0,11
2017,SDN,MYS,Sudan,Malaysia,U,UNHCR,N,New,P,Persons,0,87
2017,SDN,MAR,Sudan,Morocco,U,UNHCR,N,New,P,Persons,0,5
2017,SDN,MLT,Sudan,Malta,G,Government,A,Appeal,P,Persons,0,17
2017,SDN,MLT,Sudan,Malta,G,Government,N,New,P,Persons,0,6
2017,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0,260
2017,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0,30
2017,SDN,NGA,Sudan,Nigeria,G,Government,N,New,P,Persons,0,5
2017,SDN,NOR,Sudan,Norway,G,Government,A,Appeal,P,Persons,0,31
2017,SDN,NOR,Sudan,Norway,G,Government,N,New,P,Persons,0,38
2017,SDN,POL,Sudan,Poland,G,Government,A,Appeal,P,Persons,0,5
2017,SDN,PRT,Sudan,Portugal,G,Government,N,New,P,Persons,0,5
2017,SDN,ZAF,Sudan,South Africa,G,Government,N,New,P,Persons,0,9
2017,SDN,RUS,Sudan,Russian Federation,G,Government,N,New,P,Persons,0,6
2017,SDN,RUS,Sudan,Russian Federation,G,Government,N,New,P,Persons,0,8
2017,SDN,SAU,Sudan,Saudi Arabia,U,UNHCR,N,New,P,Persons,0,5
2017,SDN,ESP,Sudan,Spain,G,Government,N,New,P,Persons,0,25
2017,SDN,SSD,Sudan,South Sudan,U,UNHCR,N,New,P,Persons,0,5
2017,SDN,SWE,Sudan,Sweden,G,Government,A,Appeal,P,Persons,0,91
2017,SDN,SWE,Sudan,Sweden,G,Government,N,New,P,Persons,0,92
2017,SDN,SWE,Sudan,Sweden,G,Government,R,Repeat,P,Persons,0,10
2017,SDN,CHE,Sudan,Switzerland,G,Government,N,New,P,Persons,0,79
2017,SDN,CHE,Sudan,Switzerland,G,Government,R,Repeat,P,Persons,0,8
2017,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0,13
2017,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,A,Appeal,P,Persons,0,24
2017,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,R,Repeat,P,Persons,0,13
2017,SDN,THA,Sudan,Thailand,U,UNHCR,N,New,P,Persons,0,5
2017,SDN,TUR,Sudan,Türkiye,U,UNHCR,N,New,P,Persons,0,48
2017,SDN,UGA,Sudan,Uganda,G,Government,N,New,P,Persons,0,900
2017,SDN,UKR,Sudan,Ukraine,G,Government,N,New,P,Persons,0,10
2017,SDN,UKR,Sudan,Ukraine,G,Government,J,Judiciary,P,Persons,0,9
2017,SDN,USA,Sudan,United States of America,G,Government,N,New,P,Persons,0,64
2017,SDN,USA,Sudan,United States of America,G,Government,N,New,C,Cases,0,193
2017,SDN,YEM,Sudan,Yemen,U,UNHCR,N,New,P,Persons,0,13
2017,SDN,ZWE,Sudan,Zimbabwe,G,Government,N,New,P,Persons,0,9
2018,SDN,DZA,Sudan,Algeria,U,UNHCR,N,New,P,Persons,0,17
2018,SDN,EGY,Sudan,Egypt,U,UNHCR,A,Appeal,P,Persons,0,1583
2018,SDN,EGY,Sudan,Egypt,U,UNHCR,N,New,P,Persons,0,7114
2018,SDN,EGY,Sudan,Egypt,U,UNHCR,R,Repeat,P,Persons,0,124
2018,SDN,AUS,Sudan,Australia,G,Government,A,Appeal,P,Persons,0,11
2018,SDN,AUS,Sudan,Australia,G,Government,N,New,P,Persons,0,35
2018,SDN,AUT,Sudan,Austria,G,Government,N,New,P,Persons,0,40
2018,SDN,BEL,Sudan,Belgium,G,Government,N,New,P,Persons,0,215
2018,SDN,BEL,Sudan,Belgium,G,Government,R,Repeat,P,Persons,0,25
2018,SDN,BRA,Sudan,Brazil,G,Government,N,New,P,Persons,0,16
2018,SDN,CAN,Sudan,Canada,G,Government,A,Appeal,P,Persons,0,82
2018,SDN,CAN,Sudan,Canada,G,Government,N,New,P,Persons,0,609
2018,SDN,CAF,Sudan,Central African Republic,G,Government,N,New,P,Persons,0,9
2018,SDN,TCD,Sudan,Chad,G,Government,N,New,P,Persons,0,1833
2018,SDN,CMR,Sudan,Cameroon,U,UNHCR,N,New,P,Persons,0,28
2018,SDN,COG,Sudan,Congo,J,Joint,N,New,P,Persons,0,25
2018,SDN,COD,Sudan,Democratic Republic of the Congo,G,Government,N,New,P,Persons,0,8
2018,SDN,CUB,Sudan,Cuba,U,UNHCR,N,New,P,Persons,0,7
2018,SDN,CZE,Sudan,Czechia,G,Government,N,New,P,Persons,0,5
2018,SDN,DNK,Sudan,Denmark,G,Government,N,New,P,Persons,0,16
2018,SDN,ECU,Sudan,Ecuador,G,Government,N,New,P,Persons,0,5
2018,SDN,FIN,Sudan,Finland,G,Government,N,New,P,Persons,0,5
2018,SDN,FRA,Sudan,France,G,Government,A,Appeal,P,Persons,0,1396
2018,SDN,FRA,Sudan,France,G,Government,N,New,P,Persons,0,4520
2018,SDN,FRA,Sudan,France,G,Government,A,Appeal,P,Persons,0,112
2018,SDN,FRA,Sudan,France,G,Government,R,Repeat,P,Persons,0,178
2018,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0,330
2018,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,1774
2018,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0,13
2018,SDN,GEO,Sudan,Georgia,G,Government,N,New,P,Persons,0,11
2018,SDN,DEU,Sudan,Germany,G,Government,J,Judiciary,P,Persons,0,1105
2018,SDN,DEU,Sudan,Germany,G,Government,N,New,P,Persons,0,776
2018,SDN,DEU,Sudan,Germany,G,Government,R,Repeat,P,Persons,0,206
2018,SDN,GHA,Sudan,Ghana,G,Government,N,New,P,Persons,0,46
2018,SDN,GRC,Sudan,Greece,G,Government,A,Appeal,P,Persons,0,16
2018,SDN,GRC,Sudan,Greece,G,Government,N,New,P,Persons,0,80
2018,SDN,GRC,Sudan,Greece,G,Government,R,Repeat,P,Persons,0,5
2018,SDN,ISL,Sudan,Iceland,G,Government,N,New,P,Persons,0,5
2018,SDN,IND,Sudan,India,U,UNHCR,A,Appeal,P,Persons,0,5
2018,SDN,IND,Sudan,India,U,UNHCR,N,New,P,Persons,0,42
2018,SDN,IDN,Sudan,Indonesia,U,UNHCR,A,Appeal,P,Persons,0,5
2018,SDN,IDN,Sudan,Indonesia,U,UNHCR,N,New,P,Persons,0,68
2018,SDN,IRL,Sudan,Ireland,G,Government,A,Appeal,P,Persons,0,7
2018,SDN,IRL,Sudan,Ireland,G,Government,N,New,P,Persons,0,51
2018,SDN,IRQ,Sudan,Iraq,U,UNHCR,N,New,P,Persons,0,37
2018,SDN,ISR,Sudan,Israel,G,Government,N,New,P,Persons,0,766
2018,SDN,ITA,Sudan,Italy,G,Government,N,New,P,Persons,0,266
2018,SDN,JOR,Sudan,Jordan,U,UNHCR,A,Appeal,P,Persons,0,25
2018,SDN,JOR,Sudan,Jordan,U,UNHCR,N,New,P,Persons,0,2234
2018,SDN,JPN,Sudan,Japan,G,Government,N,New,P,Persons,0,15
2018,SDN,KEN,Sudan,Kenya,G,Government,A,Appeal,P,Persons,0,7
2018,SDN,KEN,Sudan,Kenya,G,Government,N,New,P,Persons,0,417
2018,SDN,KOR,Sudan,Republic of Korea,G,Government,N,New,P,Persons,0,29
2018,SDN,LBY,Sudan,Libya,U,UNHCR,N,New,P,Persons,0,6703
2018,SDN,LBN,Sudan,Lebanon,U,UNHCR,A,Appeal,P,Persons,0,48
2018,SDN,LBN,Sudan,Lebanon,U,UNHCR,N,New,P,Persons,0,669
2018,SDN,LKA,Sudan,Sri Lanka,U,UNHCR,N,New,P,Persons,0,5
2018,SDN,LUX,Sudan,Luxembourg,G,Government,N,New,P,Persons,0,65
2018,SDN,MRT,Sudan,Mauritania,U,UNHCR,N,New,P,Persons,0,6
2018,SDN,MYS,Sudan,Malaysia,U,UNHCR,A,Appeal,P,Persons,0,37
2018,SDN,MYS,Sudan,Malaysia,U,UNHCR,N,New,P,Persons,0,32
2018,SDN,MAR,Sudan,Morocco,U,UNHCR,N,New,P,Persons,0,12
2018,SDN,MLT,Sudan,Malta,G,Government,A,Appeal,P,Persons,0,13
2018,SDN,MLT,Sudan,Malta,G,Government,N,New,P,Persons,0,171
2018,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0,249
2018,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0,79
